,location,text,hashtags,date
0,Ya Dreams❤️,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:26
1,"Atlanta, GA",RT @tourdecarlos: Did y’all president just call corona the “Chinese virus”?????? https://t.co/0Nu1dDoiwX,[],2020-03-20 16:04:26
2,,RT @SurinderBir1: @amitandon @NAN_DINI_ Corona is only another link in chain. India started suffering right from the moment Nehru came on s…,[],2020-03-20 16:04:26
3,"Carson, CA",RT @gherbo: WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,[],2020-03-20 16:04:26
4,,"RT @krystalball: If you care about the outrageous immorality of this now, please also care about it as it applies to every illness every da…",[],2020-03-20 16:04:26
5,,RT @manakgupta: UP police to register FIR against #KanikaKapoor for putting others at risk of #Corona @news24tvchannel,"[{'text': 'KanikaKapoor', 'indices': [50, 63]}, {'text': 'Corona', 'indices': [94, 101]}]",2020-03-20 16:04:26
6,België,"RT @maysssss_: Can I at least have one of those before corona kills me 
 https://t.co/BQOHxL5tXN",[],2020-03-20 16:04:26
7,Pakistan,The only way to fight against any battle is you must have good connection with Allah Almighty !! 💖🇵🇰… https://t.co/FDPDhN4MYo,[],2020-03-20 16:04:26
8,,"RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",[],2020-03-20 16:04:27
9,♍︎☉•♑︎☽•♊︎↑,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:27
10,,RT @tasha__koh: Please do not have sexual intercourse infront of your children for this will then be their “normal” and god knows in what w…,[],2020-03-20 16:04:27
11,,RT @Getthebagcoach: Dawg y’all funny man..... This Corona got y’all being creative .. https://t.co/Ax5oFFPlnB,[],2020-03-20 16:04:27
12,"Uttar Pradesh, India","RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:27
13,,"RT @K_JeanPierre: It’s not only racist but deliberate. For those who believe, he says whatever comes to mind —- well, here is proof that it…",[],2020-03-20 16:04:27
14,"Zurich, Switzerland",Maintaining the stability of all SWITCH services is our top priority. This info page provides ongoing updates on th… https://t.co/I0tlRiSw2x,[],2020-03-20 16:04:27
15,New York,The Roles Kanye West Has Been Playing To Fight Against Corona Virus ----&gt; https://t.co/yTYZJiWpLX #SAHipHopMag https://t.co/deWIPrmRmC,"[{'text': 'SAHipHopMag', 'indices': [101, 113]}]",2020-03-20 16:04:27
16,@Somerset House @Battersea_Art,"RT @BrianBVSC: I've just signed @sccoalition's letter to @BorisJohnson, asking for urgent financial support for the non-profit sector. Many…",[],2020-03-20 16:04:27
17,Blessed to be an INDIAN,"RT @Dt_Ritika: Being a cancer patient i am scared of COVID-19. 
If you catch Corona you may recover but people like us who are immunodefici…",[],2020-03-20 16:04:27
18,Earth,"RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:27
19,"Illinois, USA","RT @meaganmday: Less than a week ago Joe Biden insisted there’s no connection between single-payer healthcare and coronavirus, while Chris…",[],2020-03-20 16:04:27
20,"Sabalgarh, India",RT @narendramodi: Speed and precision have been the forte of these excellent players. Time for India to act speedily and methodically to co…,[],2020-03-20 16:04:27
21,"Pune, Maharashtra, India","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:27
22,Medan,It aint stupid if it works https://t.co/l1Jekak1PP,[],2020-03-20 16:04:27
23,Chennai,"RT @Dt_Ritika: Being a cancer patient i am scared of COVID-19. 
If you catch Corona you may recover but people like us who are immunodefici…",[],2020-03-20 16:04:28
24,,"RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:28
25,,RT @unoffarnab: Not a hospital. This is Cochin International Airport. A section of the solar carport is being utilised for the parking of a…,[],2020-03-20 16:04:28
26,Not here,They dumb asses gon b like “ is life supposed to stop? “ https://t.co/UKpsbpN2gk,[],2020-03-20 16:04:28
27,"New Delhi, India","RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:28
28,,RT @fcukyuow: Breaking News: Figure of confirmed Corona virus cases in sindh just crossed total votes of @MJibranNasir in 2018 GE.,[],2020-03-20 16:04:28
29,South Africa,The Roles Kanye West Has Been Playing To Fight Against Corona Virus ----&gt; https://t.co/ZCMgsiQrRI #SAHipHopMag https://t.co/kkkGhuerFR,"[{'text': 'SAHipHopMag', 'indices': [101, 113]}]",2020-03-20 16:04:28
30,,"RT @zoo_bear: What is the mandatory corona screening at Airport?  Thermal scanning? Many who came back from China, France, London, Italy, U…",[],2020-03-20 16:04:28
31,,RT @bIondiewasabi: this man’s piss could stop corona,[],2020-03-20 16:04:28
32,The Hell ,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,[],2020-03-20 16:04:28
33,"Georgia, USA",Praying this Corona Virus ends soon &amp; we can get our economy back booming like never before! Proud of our president… https://t.co/FOiXdVBGSg,[],2020-03-20 16:04:28
34,,RT @zairfulradzuan: everyone coming out of corona as barista,[],2020-03-20 16:04:28
35,India,"RT @6Bblu: @desh_bhkt @Javedakhtarjadu When you realise #Corona is closer to you than you assumed,  like #KanikaKapoor and above 65 are at…","[{'text': 'Corona', 'indices': [56, 63]}, {'text': 'KanikaKapoor', 'indices': [105, 118]}]",2020-03-20 16:04:28
36,harry / troye,corona virus before going into that bat and stopping the whole world https://t.co/6Jgo3Tfhme,[],2020-03-20 16:04:28
37,Rexdale,RT @gherbo: WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,[],2020-03-20 16:04:28
38,,@realDonaldTrump @SecPompeo ITS CALLED THE CORONA VIRUS,[],2020-03-20 16:04:28
39,Hogwarts,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:28
40,India,"RT @gkd600: No more spreading Rumors. This is the official website for CORONA updates.   Updating every 4 hrs..  
Keep This link  for getti…",[],2020-03-20 16:04:28
41,"Here, there and everywhere",RT @tifflovesoils: Here is my corona saga. Woke up yesterday with fever dry cough and my chest hurt. I have severe lung damage from a pneum…,[],2020-03-20 16:04:29
42,"New Delhi, INDIA",RT @bainjal: That son of a top official in West Bengal &amp; Kanika Kapoor both dodged mandatory corona screening. This is all you need to know…,[],2020-03-20 16:04:29
43,Milano,"RT @SyedRezaMehdi: This is a #Corona patient. He was a delivery boy, his lungs are damaged. Please don’t take #Covid_19 lightly. Social dis…","[{'text': 'Corona', 'indices': [29, 36]}, {'text': 'Covid_19', 'indices': [110, 119]}]",2020-03-20 16:04:29
44,"Berkeley, CA","RT @AOC: We need to cover 100% of the costs of uninsured &amp; underinsured people right now.

Not just Coronavirus bills, either - getting sic…",[],2020-03-20 16:04:29
45,South Africa...🔥🔥🔥,"RT @opinionisticity: Nothing will ever be the same after Covid19, with escalating destructive effect, chances of disaster aid from abroad t…",[],2020-03-20 16:04:29
46,,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,[],2020-03-20 16:04:29
47,Can Yaman's beard,"I actually had all the symptoms of corona back in October.

Friday - sore throat and slight cough
Saturday - woke u… https://t.co/ryXVoYCquL",[],2020-03-20 16:04:29
48,"Jodhpur, India","RT @SmokingSkills_: Daughter of an IAS, son of a Kolkata officer, son of Railway official, and a famous elite singer. All these are very in…",[],2020-03-20 16:04:29
49,,RT @DivyaSoti: Not a single news channel is going to dare broadcast the news that Saudi Arabia has suspended Friday prayers in Mecca and Me…,[],2020-03-20 16:04:29
50,,QUE? kasdkakd https://t.co/Kq9LyGg6xO,[],2020-03-20 16:04:29
51,"Texas, USA",RT @Steffeazy: Your Contagious 😷 the Corona Edition https://t.co/TvgjmVPE4d,[],2020-03-20 16:04:29
52,"North Carolina, USA",RT @sanabucha: 51 new Corona cases in Sindh. Locally transmitted. #CMSindh advises 3 days of #SelfIsolation Please do your part. For your o…,"[{'text': 'CMSindh', 'indices': [66, 74]}, {'text': 'SelfIsolation', 'indices': [93, 107]}]",2020-03-20 16:04:29
53,waynes world,RT @MrlondonTV: This whole corona thing is mentally draining man.,[],2020-03-20 16:04:29
54,South Africa,The Roles Kanye West Has Been Playing To Fight Against Corona Virus ----&gt; https://t.co/OMuq5RFTVI #SAHipHopMag https://t.co/GMMt76pAW0,"[{'text': 'SAHipHopMag', 'indices': [101, 113]}]",2020-03-20 16:04:29
55,,"RT @mrnoelsean: Power 🌟 Corona Awareness Video  
#Powerstar #PawanKalyan #JanataCurfew #JanataCurfewMarch22 https://t.co/ukkiXm6y9h","[{'text': 'Powerstar', 'indices': [49, 59]}, {'text': 'PawanKalyan', 'indices': [60, 72]}, {'text': 'JanataCurfew', 'indices': [73, 86]}, {'text': 'JanataCurfewMarch22', 'indices': [87, 107]}]",2020-03-20 16:04:29
56,Kolep.,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,[],2020-03-20 16:04:29
57,"Brooklyn, NY","SEE!  I been saying that corona been around, I def had that shit already cuz I had a nasty cough in January.  I tho… https://t.co/3ATFdJ3QtX",[],2020-03-20 16:04:29
58,,"RT @MABIN2_: Corona please. We are tired, we get it.",[],2020-03-20 16:04:29
59,Kya farq padta hai,"RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:29
60,,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:29
61,India,"RT @narendramodi: Explosive batsmen who've seen teams through crises have something to say to us.

We too will come together to fight COVID…",[],2020-03-20 16:04:29
62,🤷🏽‍♀️,@CrazyCari97 Wull ummm... Corona got us all changing our plans https://t.co/z1uRK1Rpqq,[],2020-03-20 16:04:29
63,"Gurugram, Bharat","RT @narendramodi: The young actors have something to say..

Its time to be 'Zyada Savdhan' and do 'Corona ka Punchnama'! #IndiaFightsCorona…","[{'text': 'IndiaFightsCorona', 'indices': [121, 139]}]",2020-03-20 16:04:29
64,"Hyderabad, India","@GHMCOnline @CPHydCity @MinisterKTR @Eatala_Rajender 
I think all restaurants must be closed in Hyderabad, which re… https://t.co/xdthfNZb1k",[],2020-03-20 16:04:29
65,आपकी हँसी में,RT @bainjal: Kanika Kapoor sings special song for PM Modi at UK’s Wembley Stadium https://t.co/GiMYeo7G04 is this why Kapoor escaped mandat…,[],2020-03-20 16:04:30
66,"Johannesburg, South Africa","Our partnership continues, based on the door to door campaign we took a stand to postpone it until we sure and clea… https://t.co/UBUIagmfwL",[],2020-03-20 16:04:29
67,htx,RT @joshieyamaguchi: corona sis you leaving by may right? https://t.co/vwDdLhmAwz,[],2020-03-20 16:04:30
68,,RT @Nigel_Farage: The government needs to do things like this fast.,[],2020-03-20 16:04:30
69,PNWonderland,"RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",[],2020-03-20 16:04:30
70,"Fort Mill, SC",RT @gherbo: WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,[],2020-03-20 16:04:30
71,India,"RT @narendramodi: The young actors have something to say..

Its time to be 'Zyada Savdhan' and do 'Corona ka Punchnama'! #IndiaFightsCorona…","[{'text': 'IndiaFightsCorona', 'indices': [121, 139]}]",2020-03-20 16:04:30
72,,You know this corona shit has gone too far when ur gf asks “r u sure we should be kissing” FUCK,[],2020-03-20 16:04:30
73,"New York, NY","@charliekirk11 Hey dickhead! It's called the Corona virus or the Novel corona virus or COVID-19.

Use the right nam… https://t.co/gpAMG2eTR8",[],2020-03-20 16:04:30
74,,"@reiznacosplay @HelloKimmyCos do you dumbasses live under a rock and not know of the ""corona-chan"" meme oc???",[],2020-03-20 16:04:30
75,لائل پور,RT @farahnisrinaa_: corona makes our relationship with family stronger :)),[],2020-03-20 16:04:30
76,🪐,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:30
77,Malaysia,RT @zairfulradzuan: everyone coming out of corona as barista,[],2020-03-20 16:04:30
78,Los Angeles,Chaser https://t.co/Wtsl6gjlu9,[],2020-03-20 16:04:30
79,,"Corona live: Many politicians self-isolate amid fears over singer Kanika's infection
 https://t.co/wGk18DrWI3
Downl… https://t.co/Qy3XthbBmF",[],2020-03-20 16:04:30
80,gkg ⚔️,"RT @de2theJay: Corona virus symptoms:

*fever
*cough
*difficulty breathing
*pneumonia in both lungs

Everyone: buys toilet paper",[],2020-03-20 16:04:30
81,"Pune, India","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:30
82,"Johannesburg, South Africa",The Roles Kanye West Has Been Playing To Fight Against Corona Virus ----&gt; https://t.co/MFXFeO8gc1 #SAHipHopMag https://t.co/txjb6pz4OW,"[{'text': 'SAHipHopMag', 'indices': [101, 113]}]",2020-03-20 16:04:30
83,,"And now I have seen your stupidity 🤷
Who the fk told you  that STDs and STIs are the joke 😒
Now I see where you lie… https://t.co/HyhajoxL8Y",[],2020-03-20 16:04:30
84,WorldWide 💰,"RT @DenzelHD: God is Bigger than Corona virus
God is Bigger than Corona virus
God is Bigger than Corona virus
God is Bigger than Corona vir…",[],2020-03-20 16:04:30
85,,RT @StevenFulop: Reading about the Corona Virus Relief Bills in DC. Seems like they’re proposals have tax breaks for large corporations + f…,[],2020-03-20 16:04:30
86,अयोध्य़ा,"RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:30
87,"Adirondacks, New York","RT @jacobinmag: Medicare for All would not have saved us from this disaster, but it would’ve softened the blow. The global public health cr…",[],2020-03-20 16:04:30
88,,RT @chandansadhu: This lady from #Mohali was tested positive for Corona.These confirmed cases of Corona virus not cooperating with health c…,"[{'text': 'Mohali', 'indices': [33, 40]}]",2020-03-20 16:04:30
89,,RT @pattonoswalt: this incompetent racist asshole,[],2020-03-20 16:04:28
90,4three4,trump calling the corona virus the chinese/china virus is just ignorant and racist,[],2020-03-20 16:04:30
91,,"RT @AOC: We need to cover 100% of the costs of uninsured &amp; underinsured people right now.

Not just Coronavirus bills, either - getting sic…",[],2020-03-20 16:04:30
92,"Faislabad,Punjab,Pakistan","RT @aosamatahir: We Have Won The War Against Terrorism Now The Need Of Time By Knowing Our Responsibilities like Wash Hands With Sanitizer,…",[],2020-03-20 16:04:30
93,"Jamboo dweepe, Bharatavarshe, ",RT @ChickenBiryanii: Kanika Kapoor played a best victim card 😂😂 She just told @sardanarohit that she is a single mother and hence she is ge…,[],2020-03-20 16:04:30
94,"OP, KS","RT @BillKristol: Those who could “stand up to Trump and protect the American people...were too worried about their pocketbooks, access, or…",[],2020-03-20 16:04:30
95,South Africa,The Roles Kanye West Has Been Playing To Fight Against Corona Virus ----&gt; https://t.co/OPGY3COdJK #SAHipHopMag,"[{'text': 'SAHipHopMag', 'indices': [101, 113]}]",2020-03-20 16:04:30
96,"Hyderabad, India","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:30
97,410,"I think the flu I had a couple weeks ago was corona, I had all the symptoms and was dead for like 4 days",[],2020-03-20 16:04:30
98,845,RT @solacing: Whole Lotta Red is the cure for corona virus,[],2020-03-20 16:04:30
99,Youtube Comments Section ,Me and my household now buy things with our own baskets and co. Dont touch me pls just drop it in thanks amen https://t.co/qUdNtppYkY,[],2020-03-20 16:04:30
100,,"@JulieBorowski I just call it the “virus” now,  because we drink Corona here,  frankly I think our consumption is h… https://t.co/rnRIqHlEgT",[],2020-03-20 16:04:31
101,भारत,"RT @BhaavnaArora: Love is in the air, Corona Virus is in the air but Kunal Kamra ain’t! 😝",[],2020-03-20 16:04:31
102,"Tulsa, OK",RT @WaywardWinifred: I really don't know who needs to hear this but Joe Biden does not support #MedicareForAll. https://t.co/PvIOCAflaA,"[{'text': 'MedicareForAll', 'indices': [95, 110]}]",2020-03-20 16:04:31
103,,"RT @TeaPainUSA: You can't help but respect the irony.  One month ago, the Trump administration claimed the virus was ""fully contained"", the…",[],2020-03-20 16:04:31
104,"Bloemfontein, South Africa",RT @danielmarven: At least now ladies will be fingerd with clean hands.. Corona ya tla ya thusa hlee,[],2020-03-20 16:04:31
105,🇺🇸,"RT @continetti: To prevent a medical catastrophe, authorities have guaranteed an economic one. Is American society prepared for the fallout…",[],2020-03-20 16:04:31
106,,"RT @matthewstoller: China effectively committed a war crime against its own people, and then the rest of the world. Now it's attacking anyo…",[],2020-03-20 16:04:31
107,He/him,My feet have been smelling WHACK recently is that a symptom of Corona,[],2020-03-20 16:04:31
108,"Haridwar, India","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:31
109,Gurgaon and New Delhi,RT @chandansadhu: This lady from #Mohali was tested positive for Corona.These confirmed cases of Corona virus not cooperating with health c…,"[{'text': 'Mohali', 'indices': [33, 40]}]",2020-03-20 16:04:31
110,भारत,RT @Ra_Bies: I wonder why celebs can’t live a normal life. Look at Rishi Kapoor’s 3 daughters- Karishma married a two time divorcee Sanjay…,[],2020-03-20 16:04:31
111,ryan@mewefree.com,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:31
112,,This was really @megamllions_ 😂😂 https://t.co/ynVIruCMBz,[],2020-03-20 16:04:31
113,"Lucknow, India",RT @TheOceanVibes: All those corona jokes are okay but don't take corona as a joke!,[],2020-03-20 16:04:31
114,Assam,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:31
115,,I’m not freaking out too bad over this whole corona virus thing but you know you have anxiety when you feel like yo… https://t.co/bKVONB4Ezt,[],2020-03-20 16:04:31
116,India,"RT @alok_bhatt: One person sent to quarantine travelled to Dehradun m, stayed in Doon hotel for 3 days, went back to Faridabad- diagnosed C…",[],2020-03-20 16:04:31
117,,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:31
118,Basilwether Hall,RT @eats_shasha: here's an attitude maris racal willing to cheer u up HAAHAHAHAHAHA faqin' corona virus https://t.co/xIGYfQ3C87,[],2020-03-20 16:04:31
119,New York City,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:31
120,United States,"@realDonaldTrump CORONA VIRUS IS NOT A FUCKING WAR, IS A HEALTH SITUATION. 
FUCKING MORON!

#coronavirus… https://t.co/DE8kVCSm7S","[{'text': 'coronavirus', 'indices': [92, 104]}]",2020-03-20 16:04:31
121,"Los Angeles, CA","RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",[],2020-03-20 16:04:31
122,Kenya,"@Railajunior Where is the old man? Did reggae stop, ama corona ilisimamisha",[],2020-03-20 16:04:31
123,Valhöll,@PressSec The pandemic won't stop Stephanie from cracking open a few Corona's and going for a ride.,[],2020-03-20 16:04:32
124,"Texas, USA",All citizens should sue the government for criminal negligence in a pandemic and not be responsible for these ridic… https://t.co/uB3cZe5Icl,[],2020-03-20 16:04:32
125,"New Delhi, India","""Delhi government will pay salaries to all contract workers, daily wage labourers, guest teachers etc those whose o… https://t.co/2U6Ugj4YBX",[],2020-03-20 16:04:32
126,Yaoi-World,"Corona be like
https://t.co/ACg7OJHJr8",[],2020-03-20 16:04:32
127,,I'd rather take my Charles Dances at home. https://t.co/LpZDiSZjhO,[],2020-03-20 16:04:32
128,"Vestavia Hills, AL",RT @ResisterForever: Arrrrrrrgh.....I hate him with every fiber of my being.  https://t.co/zXZclmcrYT,[],2020-03-20 16:04:32
129,,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",[],2020-03-20 16:04:32
130,"Washington, DC","RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",[],2020-03-20 16:04:32
131,,"RT @JStein_WaPo: One of 30 million uninsured Americans gets $35,000 medical bill for coronavirus treatment
https://t.co/Uvm9lk6Qk2",[],2020-03-20 16:04:32
132,"Hyderabad, India","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:32
133,,Add 9013151515 in your contact list and send HI..  message in whatsapp. You will get awerness message and up-to date message about corona.,[],2020-03-20 16:04:32
134,"Alabama, USA","RT @WNThomas_: Fuck the corona , the pollen is back 🤦🏾‍♂️",[],2020-03-20 16:04:32
135,"Chennai,Tamil Nadu","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:32
136,,"RT @GameOnJD: I guess you missed the fact that Diane Feinstein sold more stock in the same time frame than each of those three COMBINED.

Y…",[],2020-03-20 16:04:32
137,Jamaica ,"KFC a send sms that’s how you know this corona thing a mash up the business, KFC weh ever ram packed",[],2020-03-20 16:04:32
138,,I've just signed a petition urging @DominicRaab to organise repatriation flights for British citizens stranded in P… https://t.co/eJ5rzcsLJK,[],2020-03-20 16:04:32
139,,RT @joshieyamaguchi: corona sis you leaving by may right? https://t.co/vwDdLhmAwz,[],2020-03-20 16:04:33
140,Australia,@pyrrhamid Oh right. The whole corona. Maybe try again during school hours if you're calling outside of school hours,[],2020-03-20 16:04:33
141,,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:33
142,,RT @joshieyamaguchi: corona sis you leaving by may right? https://t.co/vwDdLhmAwz,[],2020-03-20 16:04:33
143,,"@_MenaRD__ The Corona virus has overtaken the Dominican republic's city completely, it is time to play so much now",[],2020-03-20 16:04:33
144,,RT @WaywardWinifred: I really don't know who needs to hear this but Joe Biden does not support #MedicareForAll.,"[{'text': 'MedicareForAll', 'indices': [95, 110]}]",2020-03-20 16:04:33
145,schawt heart,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",[],2020-03-20 16:04:33
146,IATA: CGK,"RT @nisatyas: When pak Topo was in charge, HE was the influencer.",[],2020-03-20 16:04:33
147,,@SecPompeo continuing the racist bs. It’s called corona virus or covid19.,[],2020-03-20 16:04:33
148,,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:33
149,TX,@Imstilltoofly__ Right?! And she posted this to her IG stories. Let me catch that ho in public and I’m going full b… https://t.co/jwsgd3QWMl,[],2020-03-20 16:04:33
150,,"RT @ChudiVally: If I was a doctor in Nigeria, I wouldn't give treatment to anyone who comes in sick of chloroquine 
Whoever is foolish enou…",[],2020-03-20 16:04:33
151,,"RT @AamAadmiParty: ""Delhi government will pay salaries to all contract workers, daily wage labourers, guest teachers etc those whose office…",[],2020-03-20 16:04:33
152,Jamaica,RT @95Lattie: Keep big dance lol,[],2020-03-20 16:04:33
153,⚓️,"RT @JamesNdu_: Quick question, is Corona Virus fumbling your bag?",[],2020-03-20 16:04:33
154,India ,Absolutely. Entitled arrogance. https://t.co/LRcAxxPvDs,[],2020-03-20 16:04:33
155,London,RT @_pinapl: first church service after corona dies down 😍&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,[],2020-03-20 16:04:33
156,Köln,"Corona Update 20.03.2020, 17:00 https://t.co/XYyeYuH8jX",[],2020-03-20 16:04:33
157,,"@_TheBabashook WHO said the FLU was more contagious than this corona

Right now only 0.002% of the US population is… https://t.co/vyZdkz6csE",[],2020-03-20 16:04:33
158,"Islamabad, Pakistan","RT @GFarooqi: (Part 1) An EXCELLENT video from China - a must watch for Govts, Politiciand AND people - how to fight COVID-19 together! 

A…",[],2020-03-20 16:04:33
159,India,RT @ChickenBiryanii: Kanika Kapoor played a best victim card 😂😂 She just told @sardanarohit that she is a single mother and hence she is ge…,[],2020-03-20 16:04:33
160,multi - she/her,no rites during corona... they basically got everything in there houses,[],2020-03-20 16:04:33
161,"Cassop, England",RT @carter056990: Champion i love corona,[],2020-03-20 16:04:34
162,"Victoria Island, Nigeria","RT @dino_melaye: Uni of Hamburg data
On deaths in d world in Jan &amp; Feb of 2020

      2360 :Corona virus
      69602 :Common cold
      140…",[],2020-03-20 16:04:34
163,"Swoyersville, PA",THIS IS UNACCEPTABLE!!!!!! What say you @realDonaldTrump ?????  @GOP ?????? https://t.co/VRMOlPkV1v,[],2020-03-20 16:04:34
164,welcome to the jungle,RT @periiodt: i know i shouldn’t laugh at corona jokes and memes but........... https://t.co/RycS0YwwUz,[],2020-03-20 16:04:34
165,Riyadh,"RT @Noor_Albasrii: Really hate how Corona is cancelling my plans, I'd rather say ""my mom said no""",[],2020-03-20 16:04:34
166,mississippi,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:34
167,"Mumbai, India","Yes we can and we will make history by conquerering Corona!
When the 300 families,  the loving parents and grand pa… https://t.co/5CFGqLVfkv",[],2020-03-20 16:04:34
168,,"RT @Vijayabaskarofl: #coronaupdate: 2 more Corona testing centers approved for Tamilnadu by @MoHFW_INDIA, Coimbatore Med.Col Hospital &amp; RGG…","[{'text': 'coronaupdate', 'indices': [21, 34]}]",2020-03-20 16:04:34
169,"Los Angeles, CA","RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",[],2020-03-20 16:04:34
170,Kenya,@warimikarogo The only thing bigger than corona right now is the ooof size in this reply🤣🤣🤣🤣🤣🤣🤣🤣🤣,[],2020-03-20 16:04:34
171,"Ahmadabad City, India",@nitinbhatia121 NGO to save suffering humanity from Corona,[],2020-03-20 16:04:34
172,Lexington Kentucky,RT @gherbo: WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,[],2020-03-20 16:04:34
173,,"RT @BernieSanders: Right now 87 million Americans are uninsured or underinsured.

Our profit-driven health care system is a danger to our p…",[],2020-03-20 16:04:34
174,bh/sp,"RT @LatuffCartoons: Sorry Hen, could't resist to highlight the great hipocrisy of a former IDF soldier asking people to sing ""Imagine"" whil…",[],2020-03-20 16:04:34
175,"Rajasthan, India",RT @Atheist_Krishna: Time Traveller?,[],2020-03-20 16:04:34
176,Hong Kong,"RT @AndersFoghR: We must bring Taiwan fully into the @WHO now. 

To date, Taiwan has around 100 cases of #COVID2019 despite its proximity t…","[{'text': 'COVID2019', 'indices': [105, 115]}]",2020-03-20 16:04:34
177,"Chennai, India",@RangarajPandeyR CORONA VIRUS. UPDATE @ IF ITS TRUE THEN PLS SAVE THE PEOPLE https://t.co/wYhz1qQHxo,[],2020-03-20 16:04:33
